HDR,ROLLING SYSTEM DEMAND
VD,20191003015500,24141
VD,20191003020000,24071
VD,20191003020500,24121
VD,20191003021000,24134
VD,20191003021500,24097
VD,20191003022000,24044
VD,20191003022500,24043
VD,20191003023000,24035
VD,20191003023500,24043
VD,20191003024000,24052
VD,20191003024500,24038
VD,20191003025000,23988
VD,20191003025500,23916
VD,20191003030000,23916
VD,20191003030500,23952
VD,20191003031000,23964
VD,20191003031500,23974
VD,20191003032000,23997
VD,20191003032500,24019
VD,20191003033000,24020
VD,20191003033500,24103
VD,20191003034000,24157
VD,20191003034500,24232
VD,20191003035000,24275
VD,20191003035500,24238
VD,20191003040000,24321
VD,20191003040500,24509
VD,20191003041000,24778
VD,20191003041500,24840
VD,20191003042000,24735
VD,20191003042500,24786
VD,20191003043000,24748
VD,20191003043500,25025
VD,20191003044000,25205
VD,20191003044500,25437
VD,20191003045000,25764
VD,20191003045500,26114
VD,20191003050000,26334
VD,20191003050500,26976
VD,20191003051000,27415
VD,20191003051500,28140
VD,20191003052000,28600
VD,20191003052500,29072
VD,20191003053000,29555
VD,20191003053500,30192
VD,20191003054000,30864
VD,20191003054500,31368
VD,20191003055000,31790
VD,20191003055500,32103
VD,20191003060000,32427
VD,20191003060500,32959
VD,20191003061000,33906
VD,20191003061500,34497
VD,20191003062000,34872
VD,20191003062500,35154
VD,20191003063000,35395
VD,20191003063500,35565
VD,20191003064000,35846
VD,20191003064500,36036
VD,20191003065000,36237
VD,20191003065500,36351
VD,20191003070000,36457
VD,20191003070500,36574
VD,20191003071000,36641
VD,20191003071500,36580
VD,20191003072000,36578
VD,20191003072500,36510
VD,20191003073000,36391
VD,20191003073500,36311
VD,20191003074000,36255
VD,20191003074500,36251
VD,20191003075000,36390
VD,20191003075500,36458
VD,20191003080000,36649
VD,20191003080500,36846
VD,20191003081000,36892
VD,20191003081500,36955
VD,20191003082000,36913
VD,20191003082500,36567
VD,20191003083000,36749
VD,20191003083500,36489
VD,20191003084000,36375
VD,20191003084500,36236
VD,20191003085000,36153
VD,20191003085500,36143
VD,20191003090000,36095
VD,20191003090500,35825
VD,20191003091000,35677
VD,20191003091500,35612
VD,20191003092000,35592
VD,20191003092500,35525
VD,20191003093000,30683
VD,20191003093500,32572
VD,20191003094000,35381
VD,20191003094500,35394
VD,20191003095000,35394
VD,20191003095500,35265
VD,20191003100000,35041
VD,20191003100500,35068
VD,20191003101000,35322
VD,20191003101500,35300
VD,20191003102000,35253
VD,20191003102500,35233
VD,20191003103000,35204
VD,20191003103500,35149
VD,20191003104000,35205
VD,20191003104500,35179
VD,20191003105000,35225
VD,20191003105500,35270
VD,20191003110000,35333
VD,20191003110500,35607
VD,20191003111000,35757
VD,20191003111500,35672
VD,20191003112000,35734
VD,20191003112500,35673
VD,20191003113000,35547
VD,20191003113500,35540
VD,20191003114000,35338
VD,20191003114500,35440
VD,20191003115000,35612
VD,20191003115500,35594
VD,20191003120000,35396
VD,20191003120500,35040
VD,20191003121000,35023
VD,20191003121500,34875
VD,20191003122000,34556
VD,20191003122500,34492
VD,20191003123000,34579
VD,20191003123500,34746
VD,20191003124000,34712
VD,20191003124500,34633
VD,20191003125000,34617
VD,20191003125500,34483
VD,20191003130000,34495
VD,20191003130500,34569
VD,20191003131000,34439
VD,20191003131500,34541
VD,20191003132000,34595
VD,20191003132500,34600
VD,20191003133000,34613
VD,20191003133500,34672
VD,20191003134000,34665
VD,20191003134500,34672
VD,20191003135000,34634
VD,20191003135500,34589
VD,20191003140000,34580
VD,20191003140500,34618
VD,20191003141000,34470
VD,20191003141500,34377
VD,20191003142000,34357
VD,20191003142500,34355
VD,20191003143000,34475
VD,20191003143500,34660
VD,20191003144000,34871
VD,20191003144500,34938
VD,20191003145000,35197
VD,20191003145500,35430
VD,20191003150000,35593
VD,20191003150500,35972
VD,20191003151000,36058
VD,20191003151500,36178
VD,20191003152000,36559
VD,20191003152500,36677
VD,20191003153000,36758
VD,20191003153500,36781
VD,20191003154000,36896
VD,20191003154500,37135
VD,20191003155000,37232
VD,20191003155500,37282
VD,20191003160000,37336
VD,20191003160500,37320
VD,20191003161000,37406
VD,20191003161500,37588
VD,20191003162000,37667
VD,20191003162500,37710
VD,20191003163000,37790
VD,20191003163500,37868
VD,20191003164000,37960
VD,20191003164500,37944
VD,20191003165000,38021
VD,20191003165500,37919
VD,20191003170000,37975
VD,20191003170500,38110
VD,20191003171000,38064
VD,20191003171500,37910
VD,20191003172000,37945
VD,20191003172500,38062
VD,20191003173000,38143
VD,20191003173500,38170
VD,20191003174000,38184
VD,20191003174500,38331
VD,20191003175000,38585
VD,20191003175500,38729
VD,20191003180000,38914
VD,20191003180500,38804
VD,20191003181000,38587
VD,20191003181500,38410
VD,20191003182000,38399
VD,20191003182500,38318
VD,20191003183000,38191
VD,20191003183500,38166
VD,20191003184000,38122
VD,20191003184500,37968
VD,20191003185000,37739
VD,20191003185500,37652
VD,20191003190000,37612
VD,20191003190500,37720
VD,20191003191000,37707
VD,20191003191500,37334
VD,20191003192000,37040
VD,20191003192500,36784
VD,20191003193000,36528
VD,20191003193500,36271
VD,20191003194000,35931
VD,20191003194500,35744
VD,20191003195000,35555
VD,20191003195500,35294
VD,20191003200000,35175
VD,20191003200500,35266
VD,20191003201000,35100
VD,20191003201500,34702
VD,20191003202000,34423
VD,20191003202500,34139
VD,20191003203000,33814
VD,20191003203500,33396
VD,20191003204000,33074
VD,20191003204500,32685
VD,20191003205000,32274
VD,20191003205500,31933
VD,20191003210000,31816
VD,20191003210500,31504
VD,20191003211000,31536
VD,20191003211500,31399
VD,20191003212000,31132
VD,20191003212500,30805
VD,20191003213000,30524
VD,20191003213500,30173
VD,20191003214000,29661
VD,20191003214500,29190
VD,20191003215000,28677
VD,20191003215500,28161
VD,20191003220000,27408
VD,20191003220500,26514
VD,20191003221000,25660
VD,20191003221500,25150
VD,20191003222000,24819
VD,20191003222500,24330
VD,20191003223000,24100
VD,20191003223500,24156
VD,20191003224000,23961
VD,20191003224500,23874
VD,20191003225000,23682
VD,20191003225500,23420
VD,20191003230000,23365
VD,20191003230500,23451
VD,20191003231000,23625
VD,20191003231500,23694
VD,20191003232000,23283
VD,20191003232500,23054
VD,20191003233000,22925
VD,20191003233500,22922
VD,20191003234000,22992
VD,20191003234500,22925
VD,20191003235000,22815
VD,20191003235500,22646
VD,20191004000000,22544
VD,20191004000500,22612
VD,20191004001000,22558
VD,20191004001500,22549
VD,20191004002000,22594
VD,20191004002500,22610
VD,20191004003000,22640
VD,20191004003500,22807
VD,20191004004000,22876
VD,20191004004500,22944
VD,20191004005000,22992
VD,20191004005500,23037
VD,20191004010000,22940
VD,20191004010500,22814
VD,20191004011000,22713
VD,20191004011500,22623
VD,20191004012000,22637
VD,20191004012500,22738
VD,20191004013000,22759
VD,20191004013500,22711
VD,20191004014000,22613
VD,20191004014500,22619
VD,20191004015000,22604
VD,20191004015500,22621
VD,20191004020000,22651
VD,20191004020500,22961
VD,20191004021000,23046
VD,20191004021500,23179
VD,20191004022000,23208
VD,20191004022500,23170
VD,20191004023000,23151
VD,20191004023500,22999
VD,20191004024000,22805
VD,20191004024500,22802
VD,20191004025000,22735
VD,20191004025500,22702
VD,20191004030000,22721
VD,20191004030500,22787
VD,20191004031000,22736
VD,20191004031500,22703
VD,20191004032000,22765
VD,20191004032500,22805
VD,20191004033000,22797
VD,20191004033500,22758
VD,20191004034000,22686
VD,20191004034500,22642
VD,20191004035000,22529
VD,20191004035500,22571
VD,20191004040000,22541
VD,20191004040500,22471
VD,20191004041000,22581
VD,20191004041500,22725
VD,20191004042000,22802
VD,20191004042500,22986
VD,20191004043000,23134
VD,20191004043500,23200
VD,20191004044000,23400
VD,20191004044500,23606
VD,20191004045000,23870
VD,20191004045500,24148
VD,20191004050000,24130
VD,20191004050500,24552
VD,20191004051000,25269
VD,20191004051500,25731
VD,20191004052000,26238
VD,20191004052500,26663
VD,20191004053000,27062
VD,20191004053500,27677
VD,20191004054000,28145
VD,20191004054500,28638
VD,20191004055000,29215
VD,20191004055500,29655
VD,20191004060000,30265
VD,20191004060500,31259
VD,20191004061000,32237
VD,20191004061500,32728
VD,20191004062000,33181
VD,20191004062500,33483
VD,20191004063000,33616
VD,20191004063500,33834
VD,20191004064000,34109
VD,20191004064500,34360
VD,20191004065000,34443
VD,20191004065500,34498
VD,20191004070000,34562
VD,20191004070500,34855
VD,20191004071000,35209
VD,20191004071500,35356
VD,20191004072000,35296
VD,20191004072500,35288
VD,20191004073000,35164
VD,20191004073500,35036
VD,20191004074000,34976
VD,20191004074500,34879
VD,20191004075000,34706
VD,20191004075500,34679
VD,20191004080000,34746
VD,20191004080500,34686
VD,20191004081000,34665
VD,20191004081500,34598
VD,20191004082000,34716
VD,20191004082500,34707
VD,20191004083000,34540
VD,20191004083500,34623
VD,20191004084000,34560
VD,20191004084500,34399
VD,20191004085000,34277
VD,20191004085500,34219
VD,20191004090000,34126
VD,20191004090500,33845
VD,20191004091000,33711
VD,20191004091500,33637
VD,20191004092000,33628
VD,20191004092500,33572
VD,20191004093000,33545
VD,20191004093500,33504
VD,20191004094000,33401
VD,20191004094500,33257
VD,20191004095000,33287
VD,20191004095500,33370
VD,20191004100000,33327
VD,20191004100500,33475
VD,20191004101000,33488
VD,20191004101500,33273
VD,20191004102000,33281
VD,20191004102500,33348
VD,20191004103000,33335
VD,20191004103500,33238
VD,20191004104000,33336
VD,20191004104500,33465
VD,20191004105000,33581
VD,20191004105500,33563
VD,20191004110000,33375
VD,20191004110500,33366
VD,20191004111000,33495
VD,20191004111500,33356
VD,20191004112000,33318
VD,20191004112500,33224
VD,20191004113000,33086
VD,20191004113500,32928
VD,20191004114000,33015
VD,20191004114500,33113
VD,20191004115000,32936
VD,20191004115500,32897
VD,20191004120000,32875
VD,20191004120500,32847
VD,20191004121000,32860
VD,20191004121500,32768
VD,20191004122000,32679
VD,20191004122500,32558
VD,20191004123000,32488
VD,20191004123500,32472
VD,20191004124000,32481
VD,20191004124500,32426
VD,20191004125000,32411
VD,20191004125500,32242
VD,20191004130000,32112
VD,20191004130500,32384
VD,20191004131000,32632
VD,20191004131500,32619
VD,20191004132000,32725
VD,20191004132500,32761
VD,20191004133000,32716
VD,20191004133500,32477
VD,20191004134000,32188
VD,20191004134500,32064
VD,20191004135000,32052
VD,20191004135500,32099
VD,20191004140000,31864
VD,20191004140500,32035
VD,20191004141000,32056
VD,20191004141500,32132
VD,20191004142000,32187
VD,20191004142500,32227
VD,20191004143000,32315
VD,20191004143500,32492
VD,20191004144000,32636
VD,20191004144500,32734
VD,20191004145000,33042
VD,20191004145500,33314
VD,20191004150000,33096
VD,20191004150500,33029
VD,20191004151000,33274
VD,20191004151500,33294
VD,20191004152000,33461
VD,20191004152500,33604
VD,20191004153000,33761
VD,20191004153500,33933
VD,20191004154000,34003
VD,20191004154500,34111
VD,20191004155000,34363
VD,20191004155500,34530
VD,20191004160000,34686
VD,20191004160500,35075
VD,20191004161000,35241
VD,20191004161500,35460
VD,20191004162000,35659
VD,20191004162500,35899
VD,20191004163000,36295
VD,20191004163500,36269
VD,20191004164000,36227
VD,20191004164500,36191
VD,20191004165000,36335
VD,20191004165500,36300
VD,20191004170000,36396
VD,20191004170500,36544
VD,20191004171000,36597
VD,20191004171500,36482
VD,20191004172000,36563
VD,20191004172500,36642
VD,20191004173000,36728
VD,20191004173500,36912
VD,20191004174000,37118
VD,20191004174500,37237
VD,20191004175000,37383
VD,20191004175500,37509
VD,20191004180000,37623
VD,20191004180500,37502
VD,20191004181000,37537
VD,20191004181500,37382
VD,20191004182000,37246
VD,20191004182500,37124
VD,20191004183000,37092
VD,20191004183500,37069
VD,20191004184000,36897
VD,20191004184500,36652
VD,20191004185000,36575
VD,20191004185500,36289
VD,20191004190000,35872
VD,20191004190500,35831
VD,20191004191000,35663
VD,20191004191500,35357
VD,20191004192000,35129
VD,20191004192500,34866
VD,20191004193000,34590
VD,20191004193500,34581
VD,20191004194000,34501
VD,20191004194500,34274
VD,20191004195000,34116
VD,20191004195500,33855
VD,20191004200000,33624
VD,20191004200500,33538
VD,20191004201000,33311
VD,20191004201500,32967
VD,20191004202000,32776
VD,20191004202500,32493
VD,20191004203000,32322
VD,20191004203500,32149
VD,20191004204000,32019
VD,20191004204500,31771
VD,20191004205000,31525
VD,20191004205500,31195
VD,20191004210000,30936
VD,20191004210500,30586
VD,20191004211000,30278
VD,20191004211500,29979
VD,20191004212000,29810
VD,20191004212500,29579
VD,20191004213000,29337
VD,20191004213500,29114
VD,20191004214000,28796
VD,20191004214500,28481
VD,20191004215000,28300
VD,20191004215500,28140
VD,20191004220000,27747
VD,20191004220500,27405
VD,20191004221000,27054
VD,20191004221500,26729
VD,20191004222000,26424
VD,20191004222500,26115
VD,20191004223000,25802
VD,20191004223500,25637
VD,20191004224000,25403
VD,20191004224500,25188
VD,20191004225000,24966
VD,20191004225500,24696
VD,20191004230000,24526
VD,20191004230500,24557
VD,20191004231000,24480
VD,20191004231500,24228
VD,20191004232000,23978
VD,20191004232500,23906
VD,20191004233000,23944
VD,20191004233500,23910
VD,20191004234000,23772
VD,20191004234500,23672
VD,20191004235000,23548
VD,20191004235500,23413
VD,20191005000000,23481
VD,20191005000500,23782
VD,20191005001000,23774
VD,20191005001500,23687
VD,20191005002000,23696
VD,20191005002500,23586
VD,20191005003000,23506
VD,20191005003500,23584
VD,20191005004000,23601
VD,20191005004500,23659
VD,20191005005000,23542
